1 Mo,1 Yr,10 Yr,12M,1M,1W,20 Yr,2M,30 Yr,3M,5 Yr,6 Mo,6M,Category,Corr with 1 Mo treasury,Corr with 1 Yr treasury,Corr with 10 Yr treasury,Corr with 20 Yr treasury,Corr with 30 Yr treasury,Corr with 5 Yr treasury,Corr with 6 Mo treasury,Corr with auto_vol(-2),Corr with auto_vol(-3),Corr with auto_vol(-4),Corr with auto_vol(3),Corr with auto_vol(4),Corr with credit_tightness,Corr with credit_tightness(-1),Corr with credit_tightness(-2),Corr with credit_tightness(-4),Corr with credit_tightness(4),Corr with libor 12M,Corr with libor 1M,Corr with libor 1W,Corr with libor 2M,Corr with libor 3M,Corr with libor 6M,Corr with libor ON,Corr with student_vol(-3),Corr with student_vol(-4),Corr with student_vol(1),Corr with student_vol(2),Corr with student_vol(4),INTEREST RATE,Month,ON,PROPERTY CITY,auto_vol(-2),auto_vol(-3),auto_vol(-4),auto_vol(3),auto_vol(4),credit_tightness,credit_tightness(-1),credit_tightness(-2),credit_tightness(-4),credit_tightness(4),spread between 1 Mo treasury,spread between 1 Yr treasury,spread between 10 Yr treasury,spread between 20 Yr treasury,spread between 30 Yr treasury,spread between 5 Yr treasury,spread between 6 Mo treasury,spread between libor 12M,spread between libor 1M,spread between libor 1W,spread between libor 2M,spread between libor 3M,spread between libor 6M,spread between libor ON,student_vol(-3),student_vol(-4),student_vol(1),student_vol(2),student_vol(4)
0.052631578947368446,0.3131578947368421,3.402631578947368,1.0843766666666663,0.2378266666666667,0.21678666666666663,4.235263157894737,0.24931714285714288,4.314736842105263,0.2681409523809524,2.230526315789474,0.15473684210526314,0.516785238095238,Health Care Facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,2009-11,0.1780742857142857,BOSTON,,,25282528298.0118,,,,,,96.8995739482615,,3.727368421052631,3.466842105263158,0.377368421052632,-0.45526315789473726,-0.534736842105263,1.549473684210526,3.6252631578947367,2.6956233333333337,3.542173333333333,3.563213333333333,3.530682857142857,3.511859047619047,3.263214761904762,3.601925714285714,,14438684843.1307,,,
0.07800000000000003,0.14750000000000002,1.9575,0.7351250000000001,0.20345,0.17309999999999998,2.7840000000000003,0.2419,3.1625000000000005,0.28190000000000004,0.8185000000000002,0.11450000000000005,0.44782500000000003,Health Care Facilities,0.17144243803792686,0.0891215304322323,0.8608785490348085,0.8401680845182142,0.7811912033702029,0.48894893517649635,0.11657176217137286,-0.637819499732218,,,,,,,-0.5690599776660911,,,-0.06839321579347829,0.11322455064151409,0.10599338664637277,0.0928587750049587,0.0650490991141775,-0.03457818770383079,0.09924478518727246,,,,-0.9432530364112388,,2.73,2013-03,0.15505000000000002,PHILADELPHIA,40995097959.5386,,,,,,,88.29263433660921,,,2.652,2.5825,0.7725,-0.05400000000000027,-0.43250000000000055,1.9114999999999998,2.6155,1.994875,2.52655,2.5569,2.4881,2.4481,2.282175,2.57495,,,,10216278752.7557,
0.046842105263157914,0.12157894736842105,2.7184210526315793,0.5866738095238094,0.1672714285714286,0.12919047619047616,3.503684210526316,0.20747142857142856,3.7999999999999985,0.2382452380952381,1.3710526315789473,0.09842105263157898,0.35063809523809525,Health Care Facilities,0.17144243803792686,0.0891215304322323,0.8608785490348085,0.8401680845182142,0.7811912033702029,0.48894893517649635,0.11657176217137286,-0.637819499732218,,,,,,,-0.5690599776660911,,,-0.06839321579347829,0.11322455064151409,0.10599338664637277,0.0928587750049587,0.0650490991141775,-0.03457818770383079,0.09924478518727246,,,,-0.9432530364112388,,5.0,2013-11,0.10274761904761903,PHILADELPHIA,42151687038.4775,,,,,,,84.4459748156831,,,4.953157894736842,4.8784210526315785,2.2815789473684207,1.4963157894736838,1.2000000000000015,3.628947368421053,4.901578947368421,4.413326190476191,4.8327285714285715,4.870809523809524,4.792528571428571,4.761754761904762,4.649361904761904,4.897252380952381,,,,9507943209.106209,
0.01142857142857143,0.10952380952380954,2.5342857142857147,0.5770545454545455,0.15410454545454544,0.12087045454545454,3.0133333333333328,0.19699999999999998,3.26,0.23403181818181817,1.7738095238095242,0.04380952380952382,0.32999090909090917,Health Care Facilities,0.17144243803792686,0.0891215304322323,0.8608785490348085,0.8401680845182142,0.7811912033702029,0.48894893517649635,0.11657176217137286,-0.637819499732218,,,,,,,-0.5690599776660911,,,-0.06839321579347829,0.11322455064151409,0.10599338664637277,0.0928587750049587,0.0650490991141775,-0.03457818770383079,0.09924478518727246,,,,-0.9432530364112388,,4.05,2014-09,0.09027272727272727,PHILADELPHIA,44940573200.2924,,,,,,,82.72786465890579,,,4.038571428571428,3.9404761904761902,1.5157142857142851,1.036666666666667,0.79,2.2761904761904757,4.006190476190476,3.4729454545454543,3.8958954545454545,3.929129545454545,3.8529999999999998,3.8159681818181816,3.7200090909090906,3.9597272727272728,,,,12019442988.8631,
0.1914285714285715,0.5933333333333333,1.6304761904761906,1.5560313636363639,0.5270018181818182,0.4495609090909092,2.0152380952380957,0.6625254545454545,2.350476190476191,0.8496804545454547,1.178095238095238,0.4671428571428572,1.2471445454545458,Health Care Facilities,0.17144243803792686,0.0891215304322323,0.8608785490348085,0.8401680845182142,0.7811912033702029,0.48894893517649635,0.11657176217137286,-0.637819499732218,,,,,,,-0.5690599776660911,,,-0.06839321579347829,0.11322455064151409,0.10599338664637277,0.0928587750049587,0.0650490991141775,-0.03457818770383079,0.09924478518727246,,,,-0.9432530364112388,,2.97,2016-09,0.42159363636363634,PHILADELPHIA,49971382532.5922,,,,,,,89.2057504560787,,,2.7785714285714285,2.376666666666667,1.3395238095238096,0.9547619047619045,0.6195238095238094,1.7919047619047621,2.502857142857143,1.4139686363636363,2.442998181818182,2.520439090909091,2.3074745454545456,2.1203195454545454,1.7228554545454544,2.5484063636363636,,,,12509011080.2031,
0.24400000000000005,0.6595000000000001,1.7645000000000004,1.577814761904762,0.5307795238095238,0.457582380952381,2.1705,0.6609890476190475,2.5004999999999997,0.8786828571428573,1.2719999999999998,0.47700000000000004,1.258856666666667,Health Care Facilities,0.17144243803792686,0.0891215304322323,0.8608785490348085,0.8401680845182142,0.7811912033702029,0.48894893517649635,0.11657176217137286,-0.637819499732218,,,,,,,-0.5690599776660911,,,-0.06839321579347829,0.11322455064151409,0.10599338664637277,0.0928587750049587,0.0650490991141775,-0.03457818770383079,0.09924478518727246,,,,-0.9432530364112388,,3.0,2016-10,0.4307719047619048,PHILADELPHIA,51124149514.2735,,,,,,,88.1697673489486,,,2.756,2.3405,1.2354999999999996,0.8294999999999999,0.4995000000000003,1.7280000000000002,2.523,1.422185238095238,2.4692204761904764,2.542417619047619,2.3390109523809524,2.1213171428571425,1.741143333333333,2.569228095238095,,,,12388258203.7622,
1.09,1.5600000000000003,2.353333333333333,1.9015695454545458,1.2878790909090911,1.2036563636363637,2.6023809523809525,1.3757831818181818,2.801904761904762,1.4342040909090912,2.05,1.3895238095238096,1.6264599999999996,Health Care Facilities,0.17144243803792686,0.0891215304322323,0.8608785490348085,0.8401680845182142,0.7811912033702029,0.48894893517649635,0.11657176217137286,-0.637819499732218,,,,,,,-0.5690599776660911,,,-0.06839321579347829,0.11322455064151409,0.10599338664637277,0.0928587750049587,0.0650490991141775,-0.03457818770383079,0.09924478518727246,,,,-0.9432530364112388,,3.27,2017-11,1.183300476190476,PHILADELPHIA,49589347299.2381,,,,,,,88.1148323663994,,,2.1799999999999997,1.7099999999999997,0.916666666666667,0.6676190476190476,0.4680952380952381,1.2200000000000002,1.8804761904761904,1.3684304545454542,1.9821209090909089,2.0663436363636363,1.8942168181818182,1.8357959090909088,1.6435400000000004,2.086699523809524,,,,12109088557.0787,
1.706818181818182,2.2736363636363635,2.977727272727273,2.754757142857143,1.94629,1.7524533333333332,3.0518181818181818,2.0937409523809523,3.1318181818181827,2.3356085714285713,2.816818181818181,2.0731818181818187,2.499740476190476,Health Care Facilities,0.17144243803792686,0.0891215304322323,0.8608785490348085,0.8401680845182142,0.7811912033702029,0.48894893517649635,0.11657176217137286,-0.637819499732218,,,,,,,-0.5690599776660911,,,-0.06839321579347829,0.11322455064151409,0.10599338664637277,0.0928587750049587,0.0650490991141775,-0.03457818770383079,0.09924478518727246,,,,-0.9432530364112388,,4.35,2018-05,1.7065971428571427,PHILADELPHIA,50800995008.8069,,,,,,,89.25060298401242,,,2.6431818181818176,2.076363636363636,1.3722727272727266,1.2981818181818179,1.218181818181817,1.5331818181818186,2.276818181818181,1.5952428571428565,2.4037099999999993,2.5975466666666662,2.2562590476190474,2.0143914285714284,1.8502595238095236,2.643402857142857,,,,14022336972.3533,
0.0190909090909091,0.18090909090909094,3.002272727272727,0.7268749999999999,0.18716409090909092,0.1615431818181819,3.9145454545454546,0.21923909090909086,4.2327272727272724,0.24782409090909094,1.5799999999999998,0.1013636363636364,0.39758,Health Care Facilities,0.13756255071041615,0.15256097732166982,0.9302702674089532,0.9105827335485778,0.8723066555886289,0.6423767376508505,0.13746275343687053,,,,0.7414506133083879,,,,,,0.6333064507767271,-0.06279125509470816,0.11923828670679339,0.12766925054904857,0.08144798663403524,0.046525458645512184,-0.037267205225397115,0.12712281999796818,,,,,-0.7706248405622378,4.355,2011-06,0.12706818181818183,NEW YORK,,,,35385458151.3724,,,,,,90.6452366150782,4.335909090909091,4.17409090909091,1.3527272727272734,0.4404545454545459,0.12227272727272798,2.7750000000000004,4.253636363636364,3.6281250000000007,4.167835909090909,4.193456818181819,4.1357609090909095,4.10717590909091,3.9574200000000004,4.227931818181818,,,,,10728874885.7875
0.0033333333333333335,0.11523809523809528,1.9780952380952384,1.1003555000000003,0.2836085,0.2029985,2.6676190476190476,0.40829250000000006,2.9823809523809524,0.5557375,0.8914285714285713,0.048571428571428585,0.7798775000000001,Health Care Facilities,0.13756255071041615,0.15256097732166982,0.9302702674089532,0.9105827335485778,0.8723066555886289,0.6423767376508505,0.13746275343687053,,,,0.7414506133083879,,,,,,0.6333064507767271,-0.06279125509470816,0.11923828670679339,0.12766925054904857,0.08144798663403524,0.046525458645512184,-0.037267205225397115,0.12712281999796818,,,,,-0.7706248405622378,3.4,2011-12,0.1499335,NEW YORK,,,,36601383816.48,,,,,,89.6061116730853,3.3966666666666665,3.2847619047619045,1.4219047619047616,0.7323809523809524,0.41761904761904756,2.5085714285714285,3.3514285714285714,2.2996444999999994,3.1163914999999998,3.1970015,2.9917075,2.8442625,2.6201225,3.2500665,,,,,11986368496.8635
