,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-3),Corr with auto_vol(-3),student_vol(1),Corr with student_vol(1),credit_tightness,Corr with credit_tightness,mortgage 30-89,Corr with mortgage 30-89,mortgage 90(-4),Corr with mortgage 90(-4),long,lat
0,2010-11,OH,CINCINNATI,2010-11,3.77,"(-84.459645, 39.255133)",45375.34,Health Care Facilities,0.22869727272727272,0.3526561699380282,0.24913818181818187,0.3558882189041764,0.2541922727272727,0.3768426328757736,0.27004181818181816,0.3718579695123837,0.2871204545454545,0.38208235696346254,0.44597000000000014,0.37873837040206854,0.7651345454545454,0.4189613398971763,0.13400000000000004,0.34864276533225264,0.182,0.4423000885895934,0.25200000000000006,0.4999148323188921,1.35,0.9244397310471839,2.7630000000000003,0.8427546487475008,3.817999999999999,0.5530008781980748,4.186,0.43859889762774307,29160609360.1217,0.2767835309406657,10792773250.4017,0.29722350843808415,92.8594669911348,-0.16447977225188526,3.5,-0.4929480467801351,3.0,-0.4826543051967154,-84.459645,39.255133
1,2011-03,OH,CINCINNATI,2011-03,4.31,"(-84.369476, 39.291931)",73217.58,Health Care Facilities,0.2076739130434783,0.3526561699380282,0.23889782608695653,0.3558882189041764,0.2532847826086956,0.3768426328757736,0.2829456521739131,0.3718579695123837,0.30843478260869567,0.38208235696346254,0.4607826086956522,0.37873837040206854,0.7797065217391305,0.4189613398971763,0.06478260869565221,0.34864276533225264,0.15652173913043482,0.4423000885895934,0.25913043478260867,0.4999148323188921,2.1134782608695653,0.9244397310471839,3.414347826086956,0.8427546487475008,4.26608695652174,0.5530008781980748,4.5139130434782615,0.43859889762774307,31044830349.9256,0.2767835309406657,15995126134.7035,0.29722350843808415,91.59671843464591,-0.16447977225188526,2.9,-0.4929480467801351,3.0,-0.4826543051967154,-84.369476,39.291931
2,2012-03,OH,CINCINNATI,2012-03,3.39,"(-84.54669799999999, 39.239812)",17167.485,Health Care Facilities,0.14720000000000003,0.3526561699380282,0.1893409090909091,0.3558882189041764,0.24185227272727275,0.3768426328757736,0.35079999999999995,0.3718579695123837,0.4732886363636363,0.38208235696346254,0.741275,0.37873837040206854,1.0534477272727274,0.4189613398971763,0.06363636363636366,0.34864276533225264,0.14227272727272727,0.4423000885895934,0.19000000000000003,0.4999148323188921,1.0172727272727273,0.9244397310471839,2.1727272727272724,0.8427546487475008,2.9404545454545454,0.5530008781980748,3.281363636363636,0.43859889762774307,35344521679.5642,0.2767835309406657,11641401212.0971,0.29722350843808415,90.0868950067716,-0.16447977225188526,3.0,-0.4929480467801351,3.0,-0.4826543051967154,-84.54669799999999,39.239812
3,2012-04,OH,CINCINNATI,2012-04,3.12,"(-84.59263399999999, 39.252278999999994)",23181.44,Health Care Facilities,0.14868421052631575,0.3526561699380282,0.18980526315789473,0.3558882189041764,0.23982894736842097,0.3768426328757736,0.34777368421052635,0.3718579695123837,0.46680789473684203,0.38208235696346254,0.7313999999999999,0.37873837040206854,1.048621052631579,0.4189613398971763,0.0666666666666667,0.34864276533225264,0.13904761904761903,0.4423000885895934,0.18333333333333335,0.4999148323188921,0.8947619047619045,0.9244397310471839,2.0528571428571425,0.8427546487475008,2.8166666666666664,0.5530008781980748,3.1842857142857137,0.43859889762774307,35385458151.3724,0.2767835309406657,12770391029.1034,0.29722350843808415,89.00857713430821,-0.16447977225188526,3.0,-0.4929480467801351,2.9,-0.4826543051967154,-84.59263399999999,39.252278999999994
4,2013-01,OH,CINCINNATI,2013-01,2.88,"(-84.527878, 39.267067)",45203.35,Health Care Facilities,0.16043181818181818,0.3526561699380282,0.17947272727272726,0.3558882189041764,0.20497272727272725,0.3768426328757736,0.2497954545454545,0.3718579695123837,0.30261363636363625,0.38208235696346254,0.48810454545454546,0.37873837040206854,0.8142727272727271,0.4189613398971763,0.05190476190476192,0.34864276533225264,0.10761904761904766,0.4423000885895934,0.14523809523809525,0.4999148323188921,0.8052380952380951,0.9244397310471839,1.9147619047619049,0.8427546487475008,2.681428571428571,0.5530008781980748,3.0804761904761913,0.43859889762774307,37685204803.0042,0.2767835309406657,11080080767.5225,0.29722350843808415,91.578064558499,-0.16447977225188526,3.3,-0.4929480467801351,2.7,-0.4826543051967154,-84.527878,39.267067
5,2014-01,OH,CINCINNATI,2014-01,3.8,"(-84.563507, 39.296459999999996)",34167.01,Health Care Facilities,0.09003181818181817,0.3526561699380282,0.1219931818181818,0.3558882189041764,0.1597090909090909,0.3768426328757736,0.204425,0.3718579695123837,0.23822954545454544,0.38208235696346254,0.33795909090909093,0.37873837040206854,0.5752999999999999,0.4189613398971763,0.017142857142857144,0.34864276533225264,0.0690476190476191,0.4423000885895934,0.11619047619047623,0.4999148323188921,1.6466666666666665,0.9244397310471839,2.858095238095238,0.8427546487475008,3.521904761904762,0.5530008781980748,3.76904761904762,0.43859889762774307,41244159430.5284,0.2767835309406657,10011024566.6146,0.29722350843808415,84.4459748156831,-0.16447977225188526,2.6,-0.4929480467801351,2.2,-0.4826543051967154,-84.563507,39.296459999999996
6,2015-06,OH,CINCINNATI,2015-06,3.68,"(-84.369476, 39.291931)",13544.08,Health Care Facilities,0.12293636363636364,0.3526561699380282,0.14681590909090908,0.3558882189041764,0.1858840909090909,0.3768426328757736,0.23472954545454539,0.3718579695123837,0.2827113636363637,0.38208235696346254,0.43974545454545466,0.37873837040206854,0.7702659090909093,0.4189613398971763,0.007727272727272728,0.34864276533225264,0.08681818181818185,0.4423000885895934,0.2754545454545455,0.4999148323188921,1.6836363636363636,0.9244397310471839,2.3636363636363638,0.8427546487475008,2.8454545454545452,0.5530008781980748,3.1118181818181814,0.43859889762774307,47944164595.1044,0.2767835309406657,11834405659.8436,0.29722350843808415,82.75451956383341,-0.16447977225188526,2.3,-0.4929480467801351,2.0,-0.4826543051967154,-84.369476,39.291931
7,2016-08,OH,CINCINNATI,2016-08,3.14,"(-84.656032, 39.118572)",50979.399999999994,Health Care Facilities,0.41817045454545454,0.3526561699380282,0.4429568181818182,0.3558882189041764,0.5122418181818182,0.3768426328757736,0.6351372727272727,0.3718579695123837,0.810223181818182,0.38208235696346254,1.1977463636363632,0.37873837040206854,1.5097959090909088,0.4189613398971763,0.2608695652173914,0.34864276533225264,0.4460869565217393,0.4423000885895934,0.5682608695652173,0.4999148323188921,1.1330434782608694,0.9244397310471839,1.5565217391304347,0.8427546487475008,1.8895652173913038,0.5530008781980748,2.261739130434783,0.43859889762774307,49276189942.4712,0.2767835309406657,11482367114.4991,0.29722350843808415,88.1942388876454,-0.16447977225188526,2.1,-0.4929480467801351,1.4,-0.4826543051967154,-84.656032,39.118572
8,2018-02,OH,CINCINNATI,2018-02,4.79,"(-84.656032, 39.118572)",28726.41,Health Care Facilities,1.4432573684210526,0.3526561699380282,1.4712210000000003,0.3558882189041764,1.6018225000000001,0.3768426328757736,1.722691,0.3718579695123837,1.874672,0.38208235696346254,2.0893395000000003,0.37873837040206854,2.3701375000000002,0.4189613398971763,1.3805263157894736,0.34864276533225264,1.7857894736842108,0.4423000885895934,1.9636842105263155,0.4999148323188921,2.599473684210526,0.9244397310471839,2.8589473684210525,0.8427546487475008,3.016842105263158,0.5530008781980748,3.1310526315789478,0.43859889762774307,50938614889.0817,0.2767835309406657,11725018303.5706,0.29722350843808415,87.010875232225,-0.16447977225188526,2.0,-0.4929480467801351,0.9,-0.4826543051967154,-84.656032,39.118572
9,2018-04,OH,CINCINNATI,2018-04,4.35,"(-84.47935799999999, 39.132216)",19599.79,Health Care Facilities,1.7027510000000003,0.3526561699380282,1.7432829999999995,0.3558882189041764,1.896724,0.3768426328757736,2.0408605,0.3718579695123837,2.349426,0.38208235696346254,2.493657999999999,0.37873837040206854,2.7355454999999997,0.4189613398971763,1.6604761904761904,0.34864276533225264,1.9780952380952381,0.4423000885895934,2.153809523809524,0.4999148323188921,2.701904761904762,0.9244397310471839,2.869047619047619,0.8427546487475008,2.9595238095238092,0.5530008781980748,3.0719047619047624,0.43859889762774307,49589347299.2381,0.2767835309406657,12109088557.0787,0.29722350843808415,88.437943439718,-0.16447977225188526,1.8,-0.4929480467801351,1.0,-0.4826543051967154,-84.47935799999999,39.132216
