,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-4),Corr with auto_vol(-4),student_vol(3),Corr with student_vol(3),credit_tightness(1),Corr with credit_tightness(1),mortgage 30-89(-1),Corr with mortgage 30-89(-1),mortgage 90(-4),Corr with mortgage 90(-4)
0,2011-05,CA,LOS ANGELES,2011-05,3.8,"(-118.421539, 34.236637)",3655.36,Health Care Facilities,0.130775,0.02846436987375209,0.16787249999999998,0.021266871573418753,0.1978005,0.005687402643442806,0.23078799999999994,-0.041443582005195045,0.260713,-0.09886472411073449,0.41407550000000004,-0.23700340841201456,0.7391499999999999,-0.28879802848573344,0.024285714285714285,0.02284859296839027,0.0866666666666667,0.03346625575587725,0.18809523809523812,0.09722446277101153,1.8423809523809527,0.6884343524790565,3.168571428571429,0.5879001614207016,4.011428571428572,0.40548904724009527,4.293333333333333,0.3524619567487383,31618591270.7387,0.4303857329942733,12477113046.1263,0.37488838636356353,90.24550000965358,-0.6554930634453452,2.6,-0.5688532711877851,5.7,-0.35382718502846394
1,2012-07,CA,LOS ANGELES,2012-07,2.6533333333333333,"(-118.38298999999999, 34.071962)",26457.48,Health Care Facilities,0.16720454545454547,0.02846436987375209,0.19873636363636368,0.021266871573418753,0.24646136363636365,0.005687402643442806,0.34024999999999994,-0.041443582005195045,0.4535545454545455,-0.09886472411073449,0.7302181818181818,-0.23700340841201456,1.0653181818181816,-0.28879802848573344,0.06952380952380956,0.02284859296839027,0.14571428571428574,0.03346625575587725,0.18571428571428572,0.09722446277101153,0.6195238095238095,0.6884343524790565,1.5266666666666664,0.5879001614207016,2.217142857142857,0.40548904724009527,2.5900000000000003,0.3524619567487383,35767585536.868996,0.4303857329942733,12022315813.7363,0.37488838636356353,89.6061116730853,-0.6554930634453452,2.5,-0.5688532711877851,4.0,-0.35382718502846394
2,2012-08,CA,LOS ANGELES,2012-08,2.59,"(-109.0, 56.0)",35992.33,Health Care Facilities,0.15374090909090915,0.02846436987375209,0.18745454545454548,0.021266871573418753,0.23783863636363634,0.005687402643442806,0.3331136363636364,-0.041443582005195045,0.43259999999999993,-0.09886472411073449,0.7177749999999997,-0.23700340841201456,1.0426272727272727,-0.28879802848573344,0.09217391304347829,0.02284859296839027,0.14043478260869566,0.03346625575587725,0.18347826086956526,0.09722446277101153,0.7139130434782609,0.6884343524790565,1.6782608695652175,0.5879001614207016,2.3978260869565218,0.40548904724009527,2.7708695652173914,0.3524619567487383,36623269866.4569,0.4303857329942733,10740081615.3953,0.37488838636356353,89.513287195688,-0.6554930634453452,2.7,-0.5688532711877851,3.8,-0.35382718502846394
3,2012-12,CA,LOS ANGELES,2012-12,3.05,"(-118.4399, 34.0669)",23431.42,Health Care Facilities,0.1631578947368421,0.02846436987375209,0.1875157894736842,0.021266871573418753,0.21092631578947374,0.005687402643442806,0.2552894736842105,-0.041443582005195045,0.30947368421052623,-0.09886472411073449,0.5145657894736843,-0.23700340841201456,0.8483157894736841,-0.28879802848573344,0.039500000000000014,0.02284859296839027,0.11950000000000005,0.03346625575587725,0.1585,0.09722446277101153,0.6960000000000001,0.6884343524790565,1.7189999999999999,0.5879001614207016,2.4675000000000002,0.40548904724009527,2.8835,0.3524619567487383,37160101000.5239,0.4303857329942733,9855625468.0504,0.37488838636356353,91.578064558499,-0.6554930634453452,2.6,-0.5688532711877851,3.2,-0.35382718502846394
4,2013-03,CA,LOS ANGELES,2013-03,3.45,"(-118.27326000000001, 34.061679999999996)",42392.48,Health Care Facilities,0.15505000000000002,0.02846436987375209,0.17309999999999998,0.021266871573418753,0.20345,0.005687402643442806,0.2419,-0.041443582005195045,0.28190000000000004,-0.09886472411073449,0.44782500000000003,-0.23700340841201456,0.7351250000000001,-0.28879802848573344,0.07800000000000003,0.02284859296839027,0.11450000000000005,0.03346625575587725,0.14750000000000002,0.09722446277101153,0.8185000000000002,0.6884343524790565,1.9575,0.5879001614207016,2.7840000000000003,0.40548904724009527,3.1625000000000005,0.3524619567487383,38410438812.4053,0.4303857329942733,9260696074.4491,0.37488838636356353,86.5850023909696,-0.6554930634453452,2.5,-0.5688532711877851,2.9,-0.35382718502846394
5,2013-05,CA,LOS ANGELES,2013-05,3.45,"(-118.4392, 34.0038)",18957.97,Health Care Facilities,0.1435047619047619,0.02846436987375209,0.1638380952380952,0.021266871573418753,0.19670952380952378,0.005687402643442806,0.23396000000000003,-0.041443582005195045,0.27416904761904765,-0.09886472411073449,0.42137333333333327,-0.23700340841201456,0.6936104761904763,-0.28879802848573344,0.020454545454545458,0.02284859296839027,0.08090909090909093,0.03346625575587725,0.11863636363636366,0.09722446277101153,0.840909090909091,0.6884343524790565,1.9281818181818182,0.5879001614207016,2.7286363636363635,0.40548904724009527,3.112727272727273,0.3524619567487383,39268596272.9965,0.4303857329942733,10210246554.7955,0.37488838636356353,89.95115518901541,-0.6554930634453452,2.2,-0.5688532711877851,2.7,-0.35382718502846394
6,2013-06,CA,LOS ANGELES,2013-06,3.2999999999999994,"(-118.49270600000001, 34.279913)",21349.903333333335,Health Care Facilities,0.13074,0.02846436987375209,0.15964599999999998,0.021266871573418753,0.19319250000000002,0.005687402643442806,0.23164600000000002,-0.041443582005195045,0.27374,-0.09886472411073449,0.4139935,-0.23700340841201456,0.6839425000000002,-0.28879802848573344,0.0345,0.02284859296839027,0.08750000000000002,0.03346625575587725,0.142,0.09722446277101153,1.2035,0.6884343524790565,2.3000000000000003,0.5879001614207016,3.0740000000000003,0.40548904724009527,3.400000000000001,0.3524619567487383,39658399389.4891,0.4303857329942733,10216278752.7557,0.37488838636356353,90.32258801944451,-0.6554930634453452,2.1,-0.5688532711877851,2.7,-0.35382718502846394
7,2013-07,CA,LOS ANGELES,2013-07,2.8,"(-118.30339, 34.09008)",56436.23,Health Care Facilities,0.12117913043478262,0.02846436987375209,0.15611695652173913,0.021266871573418753,0.19111913043478265,0.005687402643442806,0.232388695652174,-0.041443582005195045,0.26758260869565215,-0.09886472411073449,0.40307869565217386,-0.23700340841201456,0.6838491304347826,-0.28879802848573344,0.020909090909090912,0.02284859296839027,0.07363636363636367,0.03346625575587725,0.12181818181818184,0.09722446277101153,1.4031818181818183,0.6884343524790565,2.5822727272727275,0.5879001614207016,3.3072727272727276,0.40548904724009527,3.605,0.3524619567487383,39298206327.5877,0.4303857329942733,9473893018.88319,0.37488838636356353,88.1059676388142,-0.6554930634453452,2.1,-0.5688532711877851,2.7,-0.35382718502846394
8,2014-06,CA,LOS ANGELES,2014-06,3.95,"(-118.31192, 34.03973)",11085.19,Health Care Facilities,0.09278571428571428,0.02846436987375209,0.12241428571428574,0.021266871573418753,0.1523738095238095,0.005687402643442806,0.19377380952380954,-0.041443582005195045,0.2309452380952381,-0.09886472411073449,0.32388809523809525,-0.23700340841201456,0.5421714285714285,-0.28879802848573344,0.024285714285714296,0.02284859296839027,0.06047619047619051,0.03346625575587725,0.10476190476190479,0.09722446277101153,1.679047619047619,0.6884343524790565,2.5985714285714288,0.5879001614207016,3.1533333333333333,0.40548904724009527,3.4199999999999995,0.3524619567487383,43204378466.7468,0.4303857329942733,11159124696.1814,0.37488838636356353,81.64661519553,-0.6554930634453452,1.7,-0.5688532711877851,1.7,-0.35382718502846394
9,2014-12,CA,LOS ANGELES,2014-12,4.09,"(-118.449541, 34.04803)",87073.13,Health Care Facilities,0.1101,0.02846436987375209,0.1330809523809524,0.021266871573418753,0.16305,0.005687402643442806,0.20744285714285715,-0.041443582005195045,0.2446071428571429,-0.09886472411073449,0.34302142857142864,-0.23700340841201456,0.6021190476190476,-0.28879802848573344,0.02500000000000001,0.02284859296839027,0.1063636363636364,0.03346625575587725,0.21454545454545454,0.09722446277101153,1.64,0.6884343524790565,2.2072727272727275,0.5879001614207016,2.5504545454545453,0.40548904724009527,2.8331818181818185,0.3524619567487383,45277214883.1472,0.4303857329942733,12019442988.8631,0.37488838636356353,80.33849809561521,-0.6554930634453452,1.6,-0.5688532711877851,1.6,-0.35382718502846394
