,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol,Corr with auto_vol,student_vol,Corr with student_vol,credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(-3),Corr with mortgage 90(-3),long,lat
0,2010-11,OH,COLUMBUS,2010-11,3.51,"(-83.0007, 39.9623)",19539.39,Health Care Facilities,0.22869727272727272,0.17098026191836643,0.24913818181818187,0.17665116270539807,0.2541922727272727,0.18586736274766263,0.27004181818181816,0.1826375241197135,0.2871204545454545,0.18372273930936767,0.44597000000000014,0.18880157971335054,0.7651345454545454,0.2158929110215692,0.13400000000000004,0.1846205284428936,0.182,0.21936159623739815,0.25200000000000006,0.23824488694110554,1.35,0.4845544680941315,2.7630000000000003,0.6865413893470119,3.817999999999999,0.47998988940725473,4.186,0.37057657676419276,30207558860.6451,0.2997229772210828,11082139451.8714,0.372191921624936,94.0022251537174,-0.46206472355419137,3.5,-0.3358894179580803,3.2,-0.19583957029396365,-83.0007,39.9623
1,2011-10,OH,COLUMBUS,2011-10,3.73,"(-82.85857, 39.979355)",25808.41,Health Care Facilities,0.1416352380952381,0.17098026191836643,0.19074095238095234,0.17665116270539807,0.24373904761904758,0.18586736274766263,0.3185252380952381,0.1826375241197135,0.4064785714285714,0.18372273930936767,0.59521,0.18880157971335054,0.9086428571428572,0.2158929110215692,0.013500000000000003,0.1846205284428936,0.05450000000000003,0.21936159623739815,0.1145,0.23824488694110554,1.0614999999999999,0.4845544680941315,2.1519999999999997,0.6865413893470119,2.8695,0.47998988940725473,3.128,0.37057657676419276,34623712775.9563,0.2997229772210828,10258833668.6773,0.372191921624936,90.48744874686929,-0.46206472355419137,3.3,-0.3358894179580803,2.8,-0.19583957029396365,-82.85857,39.979355
2,2013-05,OH,COLUMBUS,2013-05,3.15,"(-83.0206, 40.067194)",57885.56,Health Care Facilities,0.1435047619047619,0.17098026191836643,0.1638380952380952,0.17665116270539807,0.19670952380952378,0.18586736274766263,0.23396000000000003,0.1826375241197135,0.27416904761904765,0.18372273930936767,0.42137333333333327,0.18880157971335054,0.6936104761904763,0.2158929110215692,0.020454545454545458,0.1846205284428936,0.08090909090909093,0.21936159623739815,0.11863636363636366,0.23824488694110554,0.840909090909091,0.4845544680941315,1.9281818181818182,0.6865413893470119,2.7286363636363635,0.47998988940725473,3.112727272727273,0.37057657676419276,40995097959.5386,0.2997229772210828,9498561196.652071,0.372191921624936,90.32258801944451,-0.46206472355419137,3.2,-0.3358894179580803,2.8,-0.19583957029396365,-83.0206,40.067194
3,2013-08,OH,COLUMBUS,2013-08,4.25,"(-83.03, 40.05)",43180.205,Health Care Facilities,0.11782999999999999,0.17098026191836643,0.1493142857142857,0.17665116270539807,0.1840704761904762,0.18586736274766263,0.22633523809523812,0.1826375241197135,0.2633952380952381,0.18372273930936767,0.3949285714285714,0.18880157971335054,0.6679499999999999,0.2158929110215692,0.03681818181818183,0.1846205284428936,0.07181818181818184,0.21936159623739815,0.12681818181818183,0.23824488694110554,1.5204545454545455,0.4845544680941315,2.7372727272727273,0.6865413893470119,3.488181818181818,0.47998988940725473,3.757727272727273,0.37057657676419276,41334062733.8549,0.2997229772210828,10210246554.7955,0.372191921624936,85.7873584996498,-0.46206472355419137,2.6,-0.3358894179580803,2.5,-0.19583957029396365,-83.03,40.05
4,2013-11,OH,COLUMBUS,2013-11,4.25,"(-82.83516800000001, 40.062809)",36517.85,Health Care Facilities,0.10274761904761903,0.17098026191836643,0.12919047619047616,0.17665116270539807,0.1672714285714286,0.18586736274766263,0.20747142857142856,0.1826375241197135,0.2382452380952381,0.18372273930936767,0.35063809523809525,0.18880157971335054,0.5866738095238094,0.2158929110215692,0.046842105263157914,0.1846205284428936,0.09842105263157898,0.21936159623739815,0.12157894736842105,0.23824488694110554,1.3710526315789473,0.4845544680941315,2.7184210526315793,0.6865413893470119,3.503684210526316,0.47998988940725473,3.7999999999999985,0.37057657676419276,41658198449.9001,0.2997229772210828,10396023519.0372,0.372191921624936,84.4459748156831,-0.46206472355419137,2.8,-0.3358894179580803,2.1,-0.19583957029396365,-82.83516800000001,40.062809
5,2014-10,OH,COLUMBUS,2014-10,3.9,"(-82.935141, 39.991046000000004)",37018.51,Health Care Facilities,0.09059565217391304,0.17098026191836643,0.11953260869565213,0.17665116270539807,0.15351739130434783,0.18586736274766263,0.1974043478260869,0.1826375241197135,0.2313760869565217,0.18372273930936767,0.3236195652173913,0.18880157971335054,0.5523869565217392,0.2158929110215692,0.020909090909090912,0.1846205284428936,0.05045454545454548,0.21936159623739815,0.10454545454545458,0.23824488694110554,1.5459090909090911,0.4845544680941315,2.304090909090909,0.6865413893470119,2.7731818181818184,0.47998988940725473,3.039999999999999,0.37057657676419276,44591810060.8257,0.2997229772210828,10950177839.1879,0.372191921624936,82.4770523961592,-0.46206472355419137,2.5,-0.3358894179580803,2.0,-0.19583957029396365,-82.935141,39.991046000000004
6,2016-11,OH,COLUMBUS,2016-11,3.11,"(-83.055313, 40.052343)",11356.65,Health Care Facilities,0.4339245454545454,0.17098026191836643,0.45880500000000013,0.17665116270539807,0.5631090909090911,0.18586736274766263,0.7006386363636362,0.1826375241197135,0.9084640909090909,0.18372273930936767,1.2693081818181815,0.18880157971335054,1.6029650000000002,0.2158929110215692,0.29999999999999993,0.1846205284428936,0.5834999999999999,0.21936159623739815,0.736,0.23824488694110554,1.596,0.4845544680941315,2.142,0.6865413893470119,2.5369999999999995,0.47998988940725473,2.8620000000000005,0.37057657676419276,49971382532.5922,0.2997229772210828,12137144620.0221,0.372191921624936,87.62096056152771,-0.46206472355419137,2.2,-0.3358894179580803,1.2,-0.19583957029396365,-83.055313,40.052343
7,2017-04,OH,COLUMBUS,2017-04,3.45,"(-82.937823, 39.944184)",58813.86,Health Care Facilities,0.9290682352941175,0.17098026191836643,0.9469605882352942,0.17665116270539807,0.9906858823529412,0.18586736274766263,1.0343464705882355,0.1826375241197135,1.1592282352941174,0.18372273930936767,1.4162570588235293,0.18880157971335054,1.7758141176470588,0.2158929110215692,0.7457894736842106,0.1846205284428936,0.9489473684210525,0.21936159623739815,1.0421052631578949,0.23824488694110554,1.8242105263157897,0.4845544680941315,2.297368421052632,0.6865413893470119,2.6673684210526316,0.47998988940725473,2.9415789473684213,0.37057657676419276,47316214443.3566,0.2997229772210828,12388258203.7622,0.372191921624936,88.94830277813108,-0.46206472355419137,2.4,-0.3358894179580803,1.1,-0.19583957029396365,-82.937823,39.944184
8,2017-05,OH,COLUMBUS,2017-05,4.55,"(-82.974016, 40.07959)",32277.47,Health Care Facilities,0.9286509523809523,0.17098026191836643,0.9479980952380954,0.17665116270539807,1.0114261904761905,0.18586736274766263,1.0843647619047618,0.1826375241197135,1.185849523809524,0.18372273930936767,1.424545714285714,0.18880157971335054,1.7495038095238098,0.2158929110215692,0.7281818181818184,0.1846205284428936,1.035,0.21936159623739815,1.1227272727272726,0.23824488694110554,1.836818181818182,0.4845544680941315,2.3036363636363633,0.6865413893470119,2.695909090909091,0.47998988940725473,2.9590909090909094,0.37057657676419276,48693341763.9087,0.2997229772210828,12747516848.3499,0.372191921624936,88.11497433433529,-0.46206472355419137,2.1,-0.3358894179580803,1.1,-0.19583957029396365,-82.974016,40.07959
9,2018-08,OH,COLUMBUS,2018-08,4.02,"(-82.937097, 39.944604999999996)",13824.06,Health Care Facilities,1.916485,0.17098026191836643,1.9541377272727276,0.17665116270539807,2.074109545454545,0.18586736274766263,2.18963,0.1826375241197135,2.323575,0.18372273930936767,2.5196563636363636,0.18880157971335054,2.8215668181818185,0.2158929110215692,1.9408695652173917,0.1846205284428936,2.244347826086957,0.21936159623739815,2.445652173913043,0.23824488694110554,2.7678260869565223,0.4845544680941315,2.889130434782609,0.6865413893470119,2.970434782608696,0.47998988940725473,3.041739130434783,0.37057657676419276,50563742345.0186,0.2997229772210828,12917630009.557,0.372191921624936,,-0.46206472355419137,1.7,-0.3358894179580803,0.7,-0.19583957029396365,-82.937097,39.944604999999996
